name
industry_solid_fuel_boiler_solid_fuel
industry_gas_boiler_gas
industry_electricity_boiler_electricity
industry_oil_boiler_oil
industry_biomass_boiler_biomass
industry_hydrogen_boiler_hydrogen
industry_hydrogen_heat_pumps_hydrogen
industry_electricity_heat_pumps_electricity
industry_gas_district_heating_CHP_gas
industry_electricity_district_heating_electricity
industry_biomass_district_heating_biomass
industry_hydrogen_district_heating_fuel_cell
industry_gas_stirling_micro_CHP_gas
industry_electricity_stirling_micro_CHP_electricity
industry_hydrogen_fuel_cell_hydrogen
industry_solid_fuel_non_heating
industry_gas_non_heating
industry_electricity_non_heating
industry_oil_non_heating
industry_biomass_non_heating
industry_hydrogen_non_heating
