name
service_solid_fuel_boiler_solid_fuel
service_gas_boiler_gas
service_electricity_boiler_electricity
service_oil_boiler_oil
service_biomass_boiler_biomass
service_hydrogen_boiler_hydrogen
service_hydrogen_heat_pumps_hydrogen
service_electricity_heat_pumps_electricity
service_gas_district_heating_CHP_gas
service_electricity_district_heating_electricity
service_biomass_district_heating_biomass
service_hydrogen_district_heating_fuel_cell
service_gas_stirling_micro_CHP_gas
service_electricity_stirling_micro_CHP_electricity
service_hydrogen_fuel_cell_hydrogen
service_solid_fuel_non_heating
service_gas_non_heating
service_electricity_non_heating
service_oil_non_heating
service_biomass_non_heating
service_hydrogen_non_heating
