name
residential_solid_fuel_boiler_solid_fuel
residential_gas_boiler_gas
residential_electricity_boiler_electricity
residential_oil_boiler_oil
residential_biomass_boiler_biomass
residential_hydrogen_boiler_hydrogen
residential_hydrogen_heat_pumps_hydrogen
residential_electricity_heat_pumps_electricity
residential_gas_district_heating_CHP_gas
residential_electricity_district_heating_electricity
residential_biomass_district_heating_biomass
residential_hydrogen_district_heating_fuel_cell
residential_gas_stirling_micro_CHP_gas
residential_electricity_stirling_micro_CHP_electricity
residential_hydrogen_fuel_cell_hydrogen
residential_solid_fuel_non_heating
residential_gas_non_heating
residential_electricity_non_heating
residential_oil_non_heating
residential_biomass_non_heating
residential_hydrogen_non_heating
