name
solid_fuel_boiler_solid_fuel
gas_boiler_gas
electricity_boiler_electricity
oil_boiler_oil
biomass_boiler_biomass
hydrogen_boiler_hydrogen
hydrogen_heat_pumps_hydrogen
electricity_heat_pumps_electricity
gas_district_heating_CHP_gas
electricity_district_heating_electricity
biomass_district_heating_biomass
hydrogen_district_heating_fuel_cell
gas_stirling_micro_CHP_gas
electricity_stirling_micro_CHP_electricity
hydrogen_fuel_cell_hydrogen
solid_fuel_non_heating
gas_non_heating
electricity_non_heating
oil_non_heating
biomass_non_heating
hydrogen_non_heating
