POPULATION_ETA,GVA_ETA,TIME_ETA,COST_ETA,POPULATION_FREIGHT_ETA,GVA_FREIGHT_ETA,TIME_FREIGHT_ETA,COST_FREIGHT_ETA
1,0.63,-0.41,-0.215,1,0.7,-0.41,-0.1
