year,zone,hour,ev_trip_start,ev_trip_elec
2015,E07000093,SIXAM,336,157.27
2015,E07000094,SIXAM,337,104.4
2015,E07000090,SIXAM,439,124.94
2015,E07000099,SIXAM,308,55.6
2015,E07000095,SIXAM,273,200.46
2015,E07000096,SIXAM,402,97.01
2015,E07000098,SIXAM,291,142.96
2015,E09000003,SEVENAM,1966,724.7
2015,E08000030,SEVENAM,1449,506.58
2015,E07000180,SEVENAM,913,154.71
2015,E08000031,SEVENAM,1443,449.03
2015,E09000002,SEVENAM,735,245.71
2015,E09000005,SEVENAM,1367,432.95
2015,E07000181,SEVENAM,694,71.97
2015,E07000061,SEVENAM,769,267.96
2015,E09000004,SEVENAM,1511,674.06
2015,E09000007,SEVENAM,858,494.09
2015,E08000034,SEVENAM,2484,642.69
2015,E08000035,SEVENAM,5209,1506.82
2015,E09000006,SEVENAM,1670,394.25
2015,E09000009,SEVENAM,1448,712.45
2015,E08000032,SEVENAM,2900,861.24
2015,E09000008,SEVENAM,1769,467.9
2015,E08000033,SEVENAM,1131,396.87
2015,E07000066,SEVENAM,1268,487.84
2015,E07000187,SEVENAM,704,94.76
2015,E07000067,SEVENAM,768,97.46
2015,E07000188,SEVENAM,785,140.0
2015,E07000068,SEVENAM,479,85.67
2015,E07000189,SEVENAM,1030,194.98
2015,E07000069,SEVENAM,662,359.76
2015,E07000062,SEVENAM,467,115.8
2015,E07000063,SEVENAM,585,130.76
2015,E07000064,SEVENAM,564,95.75
2015,E07000065,SEVENAM,971,166.37
2015,E08000036,SEVENAM,2161,804.2
2015,E08000037,SEVENAM,1323,415.57
2015,E09000001,SEVENAM,116,10.11
2015,E09000014,SEVENAM,979,497.33
2015,E07000190,SEVENAM,946,285.46
2015,E07000070,SEVENAM,1301,223.65
2015,E09000013,SEVENAM,598,258.78
2015,E07000191,SEVENAM,209,38.66
2015,E07000071,SEVENAM,1150,150.54
2015,E09000016,SEVENAM,1261,270.81
2015,E07000192,SEVENAM,676,160.41
2015,E07000072,SEVENAM,787,245.81
2015,E09000015,SEVENAM,1134,299.57
2015,E07000193,SEVENAM,827,303.59
2015,E08000023,SEVENAM,871,250.49
2015,E09000018,SEVENAM,1402,709.87
2015,E09000017,SEVENAM,1652,1008.83
2015,E08000024,SEVENAM,1937,459.05
2015,E08000021,SEVENAM,1854,539.65
2015,E08000022,SEVENAM,1554,323.82
2015,E09000019,SEVENAM,528,166.18
2015,E07000077,SEVENAM,552,92.62
2015,E07000198,SEVENAM,589,173.51
2015,E07000199,SEVENAM,566,93.77
2015,E07000078,SEVENAM,913,421.17
2015,E07000079,SEVENAM,602,112.62
2015,E07000073,SEVENAM,585,155.14
2015,E07000194,SEVENAM,819,233.68
2015,E07000074,SEVENAM,373,70.46
2015,E07000195,SEVENAM,811,248.25
2015,E07000075,SEVENAM,518,326.86
2015,E07000196,SEVENAM,691,164.15
2015,E07000076,SEVENAM,765,128.23
2015,E07000197,SEVENAM,889,217.77
2015,E08000027,SEVENAM,2145,791.89
2015,E08000028,SEVENAM,1796,707.33
2015,E08000025,SEVENAM,5927,1420.02
2015,E08000026,SEVENAM,2082,379.29
2015,E09000010,SEVENAM,1458,479.95
2015,E08000029,SEVENAM,1691,840.7
2015,E09000012,SEVENAM,607,451.97
2015,E09000011,SEVENAM,1250,463.07
2015,E09000025,SEVENAM,1297,1138.64
2015,E09000024,SEVENAM,931,276.36
2015,E09000027,SEVENAM,1069,454.36
2015,E09000026,SEVENAM,1267,281.45
2015,E09000029,SEVENAM,1048,216.53
2015,E09000028,SEVENAM,881,692.83
2015,E07000165,SEVENAM,1087,255.88
2015,E07000044,SEVENAM,627,81.28
2015,W06000009,SEVENAM,788,124.83
2015,E07000166,SEVENAM,348,174.0
2015,E07000045,SEVENAM,824,78.14
2015,E07000167,SEVENAM,321,43.07
2015,E07000046,SEVENAM,437,93.83
2015,E07000168,SEVENAM,664,154.52
2015,E07000047,SEVENAM,364,48.32
2015,W06000008,SEVENAM,472,35.95
2015,W06000005,SEVENAM,1071,420.41
2015,E07000040,SEVENAM,819,182.92
2015,W06000006,SEVENAM,839,92.14
2015,E07000041,SEVENAM,728,141.55
2015,E07000163,SEVENAM,413,72.94
2015,W06000003,SEVENAM,883,204.63
2015,E07000042,SEVENAM,496,72.3
2015,E07000164,SEVENAM,649,140.76
2015,E07000043,SEVENAM,691,142.62
2015,W06000004,SEVENAM,634,191.09
2015,W06000012,SEVENAM,948,288.4
2015,W06000013,SEVENAM,1064,199.73
2015,W06000010,SEVENAM,1179,188.32
2015,W06000011,SEVENAM,1753,359.21
2015,E07000169,SEVENAM,516,62.09
2015,E07000048,SEVENAM,374,142.71
2015,E07000049,SEVENAM,643,176.8
2015,E09000021,SEVENAM,969,419.91
2015,E09000020,SEVENAM,742,373.69
2015,E09000023,SEVENAM,1010,377.56
2015,E09000022,SEVENAM,898,379.87
2015,E07000170,SEVENAM,720,220.2
2015,E07000171,SEVENAM,704,220.98
2015,E07000050,SEVENAM,433,35.89
2015,E07000176,SEVENAM,806,235.86
2015,E07000177,SEVENAM,994,585.7
2015,E07000178,SEVENAM,923,210.25
2015,E07000179,SEVENAM,895,136.08
2015,E07000172,SEVENAM,706,238.27
2015,E07000051,SEVENAM,321,56.92
2015,E07000173,SEVENAM,654,149.4
2015,E07000052,SEVENAM,634,94.19
2015,E07000174,SEVENAM,760,237.9
2015,E07000053,SEVENAM,315,125.78
2015,E07000175,SEVENAM,733,96.34
2015,W06000001,SEVENAM,511,130.15
2015,W06000002,SEVENAM,911,147.22
2015,E09000030,SEVENAM,1034,544.53
2015,E09000032,SEVENAM,1170,426.05
2015,E09000031,SEVENAM,1022,209.79
2015,E09000033,SEVENAM,1205,366.77
2015,E07000143,SEVENAM,746,78.49
2015,E07000144,SEVENAM,883,211.68
2015,E07000145,SEVENAM,606,142.33
2015,E07000146,SEVENAM,1031,196.83
2015,E07000140,SEVENAM,521,54.7
2015,E07000141,SEVENAM,907,276.64
2015,E06000049,SEVENAM,2632,726.91
2015,E07000142,SEVENAM,578,381.94
2015,E06000047,SEVENAM,2988,663.9
2015,E06000045,SEVENAM,1688,484.72
2015,E06000046,SEVENAM,895,137.89
2015,E07000147,SEVENAM,744,197.88
2015,E07000026,SEVENAM,644,188.74
2015,E06000043,SEVENAM,1709,508.22
2015,E06000044,SEVENAM,1391,394.8
2015,E07000148,SEVENAM,844,205.74
2015,E07000027,SEVENAM,406,73.16
2015,E07000149,SEVENAM,1011,153.58
2015,E07000028,SEVENAM,785,142.15
2015,E06000041,SEVENAM,1200,272.56
2015,E07000029,SEVENAM,451,114.66
2015,E06000042,SEVENAM,1780,269.5
2015,E06000040,SEVENAM,1136,408.33
2015,E07000154,SEVENAM,1697,502.77
2015,E07000033,SEVENAM,458,190.02
2015,E07000155,SEVENAM,575,108.32
2015,E07000034,SEVENAM,590,145.99
2015,E07000156,SEVENAM,520,97.76
2015,E07000035,SEVENAM,526,194.16
2015,E07000036,SEVENAM,647,125.8
2015,E07000150,SEVENAM,403,130.22
2015,E07000151,SEVENAM,595,239.31
2015,E07000030,SEVENAM,401,107.65
2015,E07000152,SEVENAM,537,27.34
2015,E07000031,SEVENAM,851,180.02
2015,E07000032,SEVENAM,742,201.61
2015,E07000153,SEVENAM,693,267.56
2015,E06000056,SEVENAM,1687,404.76
2015,E06000057,SEVENAM,2222,415.76
2015,E07000037,SEVENAM,555,129.67
2015,E06000054,SEVENAM,3157,723.68
2015,E07000038,SEVENAM,593,148.91
2015,E06000055,SEVENAM,1057,367.13
2015,E07000039,SEVENAM,606,176.28
2015,E06000052,SEVENAM,3665,386.81
2015,E06000053,SEVENAM,13,0.0
2015,E06000050,SEVENAM,2552,856.91
2015,E06000051,SEVENAM,1935,640.21
2015,E08000012,SEVENAM,2874,690.13
2015,E08000013,SEVENAM,1109,324.46
2015,E08000010,SEVENAM,2036,680.58
2015,E08000011,SEVENAM,811,196.33
2015,E07000121,SEVENAM,959,231.2
2015,E07000242,SEVENAM,884,184.05
2015,E07000122,SEVENAM,634,285.05
2015,E07000243,SEVENAM,700,196.34
2015,E07000123,SEVENAM,993,245.3
2015,E07000124,SEVENAM,399,103.55
2015,E06000029,SEVENAM,1157,496.65
2015,E06000027,SEVENAM,875,178.05
2015,E07000240,SEVENAM,952,194.71
2015,E06000028,SEVENAM,1313,215.26
2015,E07000120,SEVENAM,537,124.81
2015,E07000241,SEVENAM,864,384.45
2015,E06000025,SEVENAM,1906,366.28
2015,E07000129,SEVENAM,710,236.61
2015,E07000008,SEVENAM,760,178.77
2015,S12000044,SEVENAM,2057,425.04
2015,E06000026,SEVENAM,1832,336.41
2015,S12000045,SEVENAM,682,233.11
2015,E07000009,SEVENAM,593,140.39
2015,E06000023,SEVENAM,2773,928.72
2015,S12000046,SEVENAM,3540,870.78
2015,E06000024,SEVENAM,1386,313.93
2015,E07000125,SEVENAM,568,312.32
2015,E06000021,SEVENAM,1727,1061.36
2015,E07000004,SEVENAM,1184,598.58
2015,S12000040,SEVENAM,1139,330.44
2015,S12000041,SEVENAM,720,206.86
2015,E07000005,SEVENAM,716,202.54
2015,E06000022,SEVENAM,1236,235.63
2015,E07000126,SEVENAM,733,193.17
2015,E07000127,SEVENAM,697,160.03
2015,E07000006,SEVENAM,507,194.06
2015,S12000042,SEVENAM,897,306.79
2015,E07000007,SEVENAM,1138,271.79
2015,E07000128,SEVENAM,692,286.28
2015,E06000020,SEVENAM,1174,304.37
2015,E08000016,SEVENAM,1363,393.89
2015,E08000017,SEVENAM,1794,503.44
2015,E08000014,SEVENAM,1780,709.66
2015,E08000015,SEVENAM,2177,446.69
2015,E08000018,SEVENAM,1851,605.01
2015,E08000019,SEVENAM,3418,622.38
2015,E08000001,SEVENAM,2050,505.7
2015,E08000002,SEVENAM,1306,322.51
2015,E07000132,SEVENAM,669,95.6
2015,E07000011,SEVENAM,1062,115.84
2015,E07000012,SEVENAM,1059,251.49
2015,E07000133,SEVENAM,329,47.16
2015,E07000134,SEVENAM,634,112.73
2015,E07000135,SEVENAM,354,36.78
2015,E07000130,SEVENAM,1151,254.77
2015,E06000038,SEVENAM,959,311.96
2015,E07000131,SEVENAM,568,229.08
2015,E07000010,SEVENAM,529,72.89
2015,E06000039,SEVENAM,991,197.67
2015,S12000033,SEVENAM,1606,258.66
2015,E06000036,SEVENAM,830,312.4
2015,S12000034,SEVENAM,1712,248.31
2015,E06000037,SEVENAM,1165,369.51
2015,S12000035,SEVENAM,492,168.97
2015,E06000034,SEVENAM,1214,554.12
2015,S12000036,SEVENAM,2807,566.04
2015,E06000035,SEVENAM,1929,397.67
2015,E06000032,SEVENAM,1176,224.33
2015,E07000136,SEVENAM,389,49.89
2015,E06000033,SEVENAM,973,342.87
2015,E07000137,SEVENAM,844,249.12
2015,S12000030,SEVENAM,718,181.79
2015,E06000030,SEVENAM,1433,521.31
2015,E07000138,SEVENAM,539,94.28
2015,E06000031,SEVENAM,1356,863.26
2015,E07000139,SEVENAM,700,59.97
2015,E08000005,SEVENAM,1304,468.66
2015,E08000006,SEVENAM,1704,601.06
2015,E08000003,SEVENAM,3402,1392.95
2015,E08000004,SEVENAM,1479,464.1
2015,E08000009,SEVENAM,1595,404.66
2015,S12000038,SEVENAM,1140,444.04
2015,S12000039,SEVENAM,599,257.65
2015,E08000007,SEVENAM,1996,610.3
2015,E08000008,SEVENAM,1486,464.02
2015,E07000220,SEVENAM,595,118.83
2015,E07000221,SEVENAM,920,422.26
2015,E07000222,SEVENAM,949,313.19
2015,E06000009,SEVENAM,883,216.86
2015,E07000223,SEVENAM,421,54.89
2015,E07000102,SEVENAM,523,143.33
2015,E06000007,SEVENAM,1580,586.56
2015,E06000008,SEVENAM,953,232.47
2015,E06000005,SEVENAM,566,190.57
2015,E06000006,SEVENAM,842,306.52
2015,E06000003,SEVENAM,832,205.83
2015,E07000228,SEVENAM,1014,193.4
2015,E07000107,SEVENAM,799,384.6
2015,E07000229,SEVENAM,689,114.78
2015,E07000108,SEVENAM,791,85.06
2015,E06000004,SEVENAM,1290,393.79
2015,S12000023,SEVENAM,153,6.73
2015,E06000001,SEVENAM,533,158.5
2015,E07000109,SEVENAM,621,225.31
2015,S12000024,SEVENAM,983,365.13
2015,E06000002,SEVENAM,1006,525.65
2015,E07000224,SEVENAM,1044,255.04
2015,E07000103,SEVENAM,645,442.3
2015,E07000225,SEVENAM,904,212.47
2015,E07000226,SEVENAM,861,360.58
2015,E07000105,SEVENAM,959,262.79
2015,S12000020,SEVENAM,563,21.79
2015,E07000106,SEVENAM,1086,205.27
2015,E07000227,SEVENAM,864,127.72
2015,S12000021,SEVENAM,774,201.28
2015,S12000026,SEVENAM,677,179.55
2015,S12000027,SEVENAM,130,3.79
2015,S12000028,SEVENAM,823,110.27
2015,S12000029,SEVENAM,1899,550.26
2015,E07000110,SEVENAM,1083,172.38
2015,E07000111,SEVENAM,801,209.64
2015,E07000112,SEVENAM,842,274.05
2015,E07000234,SEVENAM,680,155.22
2015,E07000113,SEVENAM,951,203.42
2015,E06000018,SEVENAM,1616,355.2
2015,E06000019,SEVENAM,1199,270.63
2015,E06000016,SEVENAM,1878,477.69
2015,E06000017,SEVENAM,233,53.89
2015,S12000011,SEVENAM,625,189.64
2015,E07000239,SEVENAM,676,290.39
2015,E07000118,SEVENAM,775,204.63
2015,E06000014,SEVENAM,1218,164.13
2015,E06000015,SEVENAM,1759,516.7
2015,E07000119,SEVENAM,521,184.21
2015,E06000012,SEVENAM,1014,235.75
2015,S12000013,SEVENAM,164,95.58
2015,S12000014,SEVENAM,1123,153.92
2015,E06000013,SEVENAM,983,290.62
2015,E06000010,SEVENAM,1327,212.22
2015,E07000235,SEVENAM,483,112.57
2015,E07000114,SEVENAM,856,202.85
2015,E07000115,SEVENAM,889,177.63
2015,E06000011,SEVENAM,2322,495.75
2015,E07000236,SEVENAM,685,268.19
2015,E07000237,SEVENAM,849,447.97
2015,E07000116,SEVENAM,713,131.42
2015,S12000010,SEVENAM,635,277.93
2015,E07000117,SEVENAM,579,137.81
2015,E07000238,SEVENAM,861,199.66
2015,S12000019,SEVENAM,528,174.61
2015,S12000015,SEVENAM,2353,426.64
2015,S12000017,SEVENAM,1430,226.1
2015,S12000018,SEVENAM,435,165.66
2015,E07000200,SEVENAM,694,74.19
2015,E07000201,SEVENAM,477,240.45
2015,E07000206,SEVENAM,741,265.03
2015,E07000207,SEVENAM,862,349.35
2015,E07000208,SEVENAM,423,127.39
2015,E07000209,SEVENAM,1463,860.23
2015,E07000202,SEVENAM,938,353.79
2015,E07000203,SEVENAM,651,194.17
2015,E07000204,SEVENAM,741,198.01
2015,E07000205,SEVENAM,953,303.79
2015,S12000008,SEVENAM,768,158.21
2015,S12000005,SEVENAM,340,73.17
2015,S12000006,SEVENAM,976,167.71
2015,E07000210,SEVENAM,630,141.23
2015,E07000211,SEVENAM,1016,466.17
2015,E07000212,SEVENAM,609,250.3
2015,E07000217,SEVENAM,592,141.0
2015,E07000218,SEVENAM,523,367.7
2015,E07000219,SEVENAM,738,221.42
2015,E07000213,SEVENAM,587,221.4
2015,E07000214,SEVENAM,825,273.78
2015,E07000215,SEVENAM,516,166.02
2015,E07000216,SEVENAM,871,245.05
2015,W06000018,SEVENAM,994,291.0
2015,W06000019,SEVENAM,435,115.0
2015,W06000016,SEVENAM,1387,376.87
2015,W06000014,SEVENAM,899,387.25
2015,W06000015,SEVENAM,2465,625.61
2015,W06000023,SEVENAM,902,125.57
2015,W06000024,SEVENAM,377,132.0
2015,W06000021,SEVENAM,645,187.64
2015,W06000022,SEVENAM,1093,314.04
2015,W06000020,SEVENAM,597,131.87
2015,E07000080,SEVENAM,567,185.56
2015,E07000081,SEVENAM,1004,349.13
2015,E07000082,SEVENAM,795,256.85
2015,E07000083,SEVENAM,573,89.06
2015,E07000088,SEVENAM,464,76.24
2015,E07000089,SEVENAM,676,210.62
2015,E07000084,SEVENAM,1208,372.41
2015,E07000085,SEVENAM,770,137.58
2015,E07000086,SEVENAM,939,173.98
2015,E07000087,SEVENAM,887,246.54
2015,E07000091,SEVENAM,1341,424.81
2015,E07000092,SEVENAM,741,235.7
2015,E07000093,SEVENAM,931,357.9
2015,E07000094,SEVENAM,862,281.29
2015,E07000090,SEVENAM,1089,366.8
2015,E07000099,SEVENAM,726,118.68
2015,E07000095,SEVENAM,659,753.52
2015,E07000096,SEVENAM,1070,214.66
2015,E07000098,SEVENAM,722,376.01
2015,E09000003,EIGHTAM,3209,1073.76
2015,E08000030,EIGHTAM,2433,715.44
2015,E07000180,EIGHTAM,1385,287.8
2015,E08000031,EIGHTAM,2322,769.07
2015,E09000002,EIGHTAM,1199,362.05
2015,E09000005,EIGHTAM,2264,779.02
2015,E07000181,EIGHTAM,1070,187.98
2015,E07000061,EIGHTAM,1251,458.19
2015,E09000004,EIGHTAM,2466,1106.12
2015,E09000007,EIGHTAM,1356,835.14
2015,E08000034,EIGHTAM,4137,1175.15
2015,E08000035,EIGHTAM,8362,2870.53
2015,E09000006,EIGHTAM,2596,680.31
2015,E09000009,EIGHTAM,2437,1052.83
2015,E08000032,EIGHTAM,4697,1242.4
2015,E09000008,EIGHTAM,2954,746.47
2015,E08000033,EIGHTAM,1912,609.84
2015,E07000066,EIGHTAM,2066,829.39
2015,E07000187,EIGHTAM,1176,181.28
2015,E07000067,EIGHTAM,1349,206.73
2015,E07000188,EIGHTAM,1301,241.49
2015,E07000068,EIGHTAM,759,70.85
2015,E07000189,EIGHTAM,1778,263.02
2015,E07000069,EIGHTAM,995,543.6
2015,E07000062,EIGHTAM,909,180.75
2015,E07000063,EIGHTAM,971,267.41
2015,E07000064,EIGHTAM,1021,216.29
2015,E07000065,EIGHTAM,1630,287.54
2015,E08000036,EIGHTAM,3456,1287.45
2015,E08000037,EIGHTAM,2206,784.88
2015,E09000001,EIGHTAM,217,23.84
2015,E09000014,EIGHTAM,1634,866.44
2015,E07000190,EIGHTAM,1542,528.11
2015,E07000070,EIGHTAM,2043,378.91
2015,E09000013,EIGHTAM,1005,393.44
2015,E07000191,EIGHTAM,373,38.68
2015,E07000071,EIGHTAM,2005,351.91
2015,E09000016,EIGHTAM,1930,470.88
2015,E07000192,EIGHTAM,1083,220.22
2015,E07000072,EIGHTAM,1392,440.58
2015,E09000015,EIGHTAM,1765,380.38
2015,E07000193,EIGHTAM,1271,395.96
2015,E08000023,EIGHTAM,1394,335.27
2015,E09000018,EIGHTAM,2349,1282.7
2015,E09000017,EIGHTAM,2694,1762.3
2015,E08000024,EIGHTAM,3127,744.64
2015,E08000021,EIGHTAM,3053,765.39
2015,E08000022,EIGHTAM,2724,595.49
2015,E09000019,EIGHTAM,884,209.66
2015,E07000077,EIGHTAM,923,176.41
2015,E07000198,EIGHTAM,1006,311.33
2015,E07000199,EIGHTAM,891,178.91
2015,E07000078,EIGHTAM,1549,608.08
2015,E07000079,EIGHTAM,993,233.45
2015,E07000073,EIGHTAM,947,251.7
2015,E07000194,EIGHTAM,1343,506.66
2015,E07000074,EIGHTAM,666,115.15
2015,E07000195,EIGHTAM,1293,402.74
2015,E07000075,EIGHTAM,960,566.79
2015,E07000196,EIGHTAM,1225,229.67
2015,E07000076,EIGHTAM,1212,186.26
2015,E07000197,EIGHTAM,1597,398.05
2015,E08000027,EIGHTAM,3525,1091.54
2015,E08000028,EIGHTAM,2937,1131.34
2015,E08000025,EIGHTAM,9904,2615.79
2015,E08000026,EIGHTAM,3348,638.94
2015,E09000010,EIGHTAM,2495,915.68
2015,E08000029,EIGHTAM,2783,1369.55
2015,E09000012,EIGHTAM,998,654.67
2015,E09000011,EIGHTAM,2113,821.03
2015,E09000025,EIGHTAM,2117,1978.52
2015,E09000024,EIGHTAM,1559,482.94
2015,E09000027,EIGHTAM,1737,669.27
2015,E09000026,EIGHTAM,2058,489.49
2015,E09000029,EIGHTAM,1690,397.81
2015,E09000028,EIGHTAM,1569,956.12
2015,E07000165,EIGHTAM,1742,383.65
2015,E07000044,EIGHTAM,1075,196.05
2015,W06000009,EIGHTAM,1436,277.54
2015,E07000166,EIGHTAM,636,256.91
2015,E07000045,EIGHTAM,1376,257.53
2015,E07000167,EIGHTAM,531,64.44
2015,E07000046,EIGHTAM,670,162.81
2015,E07000168,EIGHTAM,1114,204.44
2015,E07000047,EIGHTAM,596,88.7
2015,W06000008,EIGHTAM,695,89.72
2015,W06000005,EIGHTAM,1798,604.94
2015,E07000040,EIGHTAM,1392,275.8
2015,W06000006,EIGHTAM,1508,358.42
2015,E07000041,EIGHTAM,1248,181.28
2015,E07000163,EIGHTAM,690,134.02
2015,W06000003,EIGHTAM,1377,368.04
2015,E07000042,EIGHTAM,840,148.17
2015,E07000164,EIGHTAM,1020,226.56
2015,E07000043,EIGHTAM,1184,225.19
2015,W06000004,EIGHTAM,984,320.0
2015,W06000012,EIGHTAM,1596,553.87
2015,W06000013,EIGHTAM,1804,274.14
2015,W06000010,EIGHTAM,1918,466.75
2015,W06000011,EIGHTAM,2832,688.9
2015,E07000169,EIGHTAM,861,151.05
2015,E07000048,EIGHTAM,555,165.05
2015,E07000049,EIGHTAM,984,411.25
2015,E09000021,EIGHTAM,1498,554.04
2015,E09000020,EIGHTAM,1314,678.82
2015,E09000023,EIGHTAM,1703,615.45
2015,E09000022,EIGHTAM,1588,684.39
2015,E07000170,EIGHTAM,1206,330.9
2015,E07000171,EIGHTAM,1135,425.03
2015,E07000050,EIGHTAM,666,58.96
2015,E07000176,EIGHTAM,1195,543.31
2015,E07000177,EIGHTAM,1633,927.34
2015,E07000178,EIGHTAM,1562,460.75
2015,E07000179,EIGHTAM,1560,264.27
2015,E07000172,EIGHTAM,1144,502.3
2015,E07000051,EIGHTAM,525,159.59
2015,E07000173,EIGHTAM,1075,215.28
2015,E07000052,EIGHTAM,1127,170.57
2015,E07000174,EIGHTAM,1247,406.95
2015,E07000053,EIGHTAM,645,220.76
2015,E07000175,EIGHTAM,1245,231.34
2015,W06000001,EIGHTAM,898,139.75
2015,W06000002,EIGHTAM,1411,194.72
2015,E09000030,EIGHTAM,1630,879.63
2015,E09000032,EIGHTAM,1991,776.51
2015,E09000031,EIGHTAM,1688,344.25
2015,E09000033,EIGHTAM,1914,689.48
2015,E07000143,EIGHTAM,1220,195.94
2015,E07000144,EIGHTAM,1345,358.15
2015,E07000145,EIGHTAM,995,235.45
2015,E07000146,EIGHTAM,1763,467.72
2015,E07000140,EIGHTAM,836,80.71
2015,E07000141,EIGHTAM,1375,380.98
2015,E06000049,EIGHTAM,4150,1182.43
2015,E07000142,EIGHTAM,956,593.63
2015,E06000047,EIGHTAM,5045,1043.71
2015,E06000045,EIGHTAM,2744,747.1
2015,E06000046,EIGHTAM,1559,219.53
2015,E07000147,EIGHTAM,1130,166.76
2015,E07000026,EIGHTAM,1008,200.65
2015,E06000043,EIGHTAM,2828,776.9
2015,E06000044,EIGHTAM,2319,743.08
2015,E07000148,EIGHTAM,1429,434.89
2015,E07000027,EIGHTAM,683,161.35
2015,E07000149,EIGHTAM,1704,200.75
2015,E07000028,EIGHTAM,1228,189.31
2015,E06000041,EIGHTAM,1913,372.05
2015,E07000029,EIGHTAM,802,175.47
2015,E06000042,EIGHTAM,2886,505.1
2015,E06000040,EIGHTAM,1997,752.52
2015,E07000154,EIGHTAM,2737,730.79
2015,E07000033,EIGHTAM,681,194.01
2015,E07000155,EIGHTAM,953,172.5
2015,E07000034,EIGHTAM,1011,287.92
2015,E07000156,EIGHTAM,841,130.61
2015,E07000035,EIGHTAM,814,296.77
2015,E07000036,EIGHTAM,1078,175.53
2015,E07000150,EIGHTAM,681,155.16
2015,E07000151,EIGHTAM,942,373.06
2015,E07000030,EIGHTAM,635,158.78
2015,E07000152,EIGHTAM,961,38.76
2015,E07000031,EIGHTAM,1361,279.43
2015,E07000032,EIGHTAM,1256,457.82
2015,E07000153,EIGHTAM,1233,490.19
2015,E06000056,EIGHTAM,2874,491.47
2015,E06000057,EIGHTAM,3663,728.83
2015,E07000037,EIGHTAM,935,200.89
2015,E06000054,EIGHTAM,5132,1176.31
2015,E07000038,EIGHTAM,1043,302.56
2015,E06000055,EIGHTAM,1813,543.59
2015,E07000039,EIGHTAM,986,286.02
2015,E06000052,EIGHTAM,6026,470.04
2015,E06000053,EIGHTAM,19,0.0
2015,E06000050,EIGHTAM,4147,1309.16
2015,E06000051,EIGHTAM,3341,807.18
2015,E08000012,EIGHTAM,4663,1139.16
2015,E08000013,EIGHTAM,1882,655.67
2015,E08000010,EIGHTAM,3381,1232.67
2015,E08000011,EIGHTAM,1292,328.39
2015,E07000121,EIGHTAM,1595,246.36
2015,E07000242,EIGHTAM,1527,372.87
2015,E07000122,EIGHTAM,1066,437.41
2015,E07000243,EIGHTAM,1149,467.99
2015,E07000123,EIGHTAM,1595,402.72
2015,E07000124,EIGHTAM,677,135.49
2015,E06000029,EIGHTAM,1929,643.18
2015,E06000027,EIGHTAM,1410,221.37
2015,E07000240,EIGHTAM,1520,403.6
2015,E06000028,EIGHTAM,2162,439.49
2015,E07000120,EIGHTAM,878,176.81
2015,E07000241,EIGHTAM,1467,623.44
2015,E06000025,EIGHTAM,3163,692.35
2015,E07000129,EIGHTAM,1114,425.46
2015,E07000008,EIGHTAM,1313,355.58
2015,S12000044,EIGHTAM,3341,881.07
2015,E06000026,EIGHTAM,2860,579.61
2015,S12000045,EIGHTAM,1073,260.23
2015,E07000009,EIGHTAM,984,272.21
2015,E06000023,EIGHTAM,4607,1735.72
2015,S12000046,EIGHTAM,5879,1373.6
2015,E06000024,EIGHTAM,2216,586.44
2015,E07000125,EIGHTAM,875,441.09
2015,E06000021,EIGHTAM,2829,1595.67
2015,E07000004,EIGHTAM,1960,729.06
2015,S12000040,EIGHTAM,1945,638.48
2015,S12000041,EIGHTAM,1104,390.95
2015,E07000005,EIGHTAM,1117,389.94
2015,E06000022,EIGHTAM,2045,351.36
2015,E07000126,EIGHTAM,1257,275.82
2015,E07000127,EIGHTAM,1121,153.55
2015,E07000006,EIGHTAM,836,313.91
2015,S12000042,EIGHTAM,1384,482.51
2015,E07000007,EIGHTAM,1872,474.25
2015,E07000128,EIGHTAM,1179,465.04
2015,E06000020,EIGHTAM,1981,474.25
2015,E08000016,EIGHTAM,2175,511.64
2015,E08000017,EIGHTAM,2927,1052.17
2015,E08000014,EIGHTAM,2942,1246.64
2015,E08000015,EIGHTAM,3507,743.4
2015,E08000018,EIGHTAM,2784,764.78
2015,E08000019,EIGHTAM,5414,943.35
2015,E08000001,EIGHTAM,3218,791.59
2015,E08000002,EIGHTAM,2229,521.52
2015,E07000132,EIGHTAM,1079,117.41
2015,E07000011,EIGHTAM,1786,184.78
2015,E07000012,EIGHTAM,1767,366.04
2015,E07000133,EIGHTAM,545,183.52
2015,E07000134,EIGHTAM,1100,288.04
2015,E07000135,EIGHTAM,516,84.92
2015,E07000130,EIGHTAM,1808,497.96
2015,E06000038,EIGHTAM,1613,591.39
2015,E07000131,EIGHTAM,881,293.8
2015,E07000010,EIGHTAM,853,70.69
2015,E06000039,EIGHTAM,1527,268.45
2015,S12000033,EIGHTAM,2636,417.53
2015,E06000036,EIGHTAM,1371,561.99
2015,S12000034,EIGHTAM,2810,357.87
2015,E06000037,EIGHTAM,1820,842.6
2015,S12000035,EIGHTAM,841,168.87
2015,E06000034,EIGHTAM,1896,805.97
2015,S12000036,EIGHTAM,4810,1092.01
2015,E06000035,EIGHTAM,3162,703.34
2015,E06000032,EIGHTAM,1913,425.91
2015,E07000136,EIGHTAM,595,96.16
2015,E06000033,EIGHTAM,1563,510.65
2015,E07000137,EIGHTAM,1482,427.83
2015,S12000030,EIGHTAM,1210,358.46
2015,E06000030,EIGHTAM,2378,593.3
2015,E07000138,EIGHTAM,831,93.3
