name,build_date
elec_line_1,
elec_line_2,
elec_line_3,
elec_line_4,
elec_line_5,
elec_line_6,
elec_line_7,
elec_line_8,
elec_line_9,
elec_line_10,
elec_line_11,
elec_line_12,
elec_line_13,
elec_line_14,
elec_line_15,
elec_line_16,
elec_line_17,
elec_line_18,
elec_line_19,
elec_line_20,
elec_line_21,
elec_line_22,
elec_line_23,
elec_line_24,
elec_line_25,
elec_line_26,
elec_line_27,
elec_line_28,
elec_line_29,
elec_line_30,
elec_line_31,
elec_line_32,
elec_line_33,
elec_line_34,
elec_line_35,
elec_line_36,
elec_line_37,
elec_line_38,
elec_line_39,
elec_line_40,
elec_line_41,
elec_line_42,
elec_line_43,
elec_line_44,
elec_line_45,
elec_line_46,
elec_line_47,
